crime_year,latitude,longitude
2015,26.90240659832293,80.97403784151415
2010,26.867452890947227,80.94726459071398
2016,26.91328035324181,80.94269970336678
2008,26.89290984151063,80.97407486084128
2020,26.859845225433794,80.97204658054558
2005,26.85061148427278,80.97439892642224
2018,26.848108428188322,80.9648825059663
2004,26.84289738188535,80.93511585967501
2004,26.87596468164043,80.94210666919284
2002,26.838470677509534,80.94387659536885
2022,26.883399540025415,80.97630884169403
2016,26.865922101570828,80.96081136341263
2004,26.873675692740175,80.93510711983232
2012,26.865029518640764,80.9697231175038
2019,26.910571279289037,80.94888741358342
2016,26.840587719028093,80.99222147531225
2010,26.855578210414713,80.94747486956858
2022,26.869573956846214,80.94320630974458
2005,26.88095614574284,80.95929219194944
2003,26.86912995291846,80.93707973941831
2011,26.88516383657062,80.96814473815648
2003,26.882344492227283,80.97074500359854
2023,26.87536840576208,80.98021243167
2000,26.851410870067216,80.93535183654065
2007,26.841831538319287,80.97270416952458
2011,26.887179283033614,80.9862792729768
2021,26.87318956544688,80.98502000502941
2019,26.87218494912437,80.97282832587601
2021,26.852203608016413,80.99565224642234
2021,26.909453621558704,80.99946445168597
2012,26.874779782449895,80.99700203073517
2022,26.848285826953152,80.9805309238967
2009,26.869432589631412,80.98340103400717
2022,26.853833758302848,80.95495668573673
2000,26.8897264586939,80.95249142625131
2001,26.851551266615793,80.97162909309982
2010,26.8854149355317,80.97150900946308
2013,26.90075119789485,80.9471796110479
2022,26.871779293737116,81.00227501455652
2012,26.863643491725064,80.93968530436051
2019,26.864584967707238,80.96129221150954
2002,26.866991725082674,81.00176062223748
2002,26.83868713704499,80.97460683123343
2011,26.89284466734228,80.98404359524972
2009,26.843502720358945,80.93463149738514
2016,26.87088198365017,80.99229451412326
2007,26.88433405089148,80.99070088327775
2006,26.852812569877297,80.96677118003079
2015,26.851125824734734,80.98625524424955
2022,26.885779673254326,80.99683166675223
2010,26.873075495827198,80.99435790740624
2008,26.91100161826026,80.9365776127436
2023,26.861635607284285,80.97432975400905
2007,26.885686576349077,80.94115383102782
2022,26.888248494236567,80.9922897708549
2007,26.85308938260372,80.95879795839771
2020,26.90593942819694,80.99703162532667
2014,26.908556085783314,80.94663142978573
2005,26.91465992430411,80.94122916554733
2001,26.888063192240104,80.98687700668769
2017,26.869822131060484,80.98180400573956
2023,26.89660440396934,80.9858943368115
2013,26.91112745707142,80.9570337620867
2015,26.88903173072899,80.93496823782516
2014,26.899075500492728,80.96096175457426
2008,26.88609544236711,80.96219444555685
2006,26.84516075100191,80.93665445071736
2000,26.847869296677203,80.9576966563066
2006,26.90921186996675,80.97951481860214
2010,26.863565013791224,80.9678088554088
2023,26.857960803692464,80.9652663248655
2010,26.848109323798145,80.99235305657426
2022,26.869935914348577,80.95924248154284
2020,26.904257826548697,80.98757666441391
2011,26.87257619762111,80.94311095245453
2023,26.849681495769904,80.94081966476206
2004,26.885386024259706,80.93973442547436
2009,26.86311439114914,80.96745733150807
2002,26.884149907793105,80.97846531898085
2005,26.850021346278677,80.99986584003919
2022,26.910998915907438,80.9912543204836
2019,26.85640638991904,80.93641751640406
2011,26.910278823909234,80.97978457938576
2001,26.87051317777019,80.95384835950564
2012,26.869021491491072,80.9970871114765
2001,26.909790398228424,80.95218826516168
2018,26.90204491669582,80.95311810992084
2011,26.864193930467778,80.97779591248526
2020,26.894449333580372,80.99950772268136
2011,26.847594884609805,80.98020422107287
2009,26.893592799549968,80.99377594112882
2023,26.843293268194632,80.95816983959034
2017,26.86080306507277,80.98618841321635
2013,26.914230186679355,80.99744369818707
2020,26.876689262645414,80.98124614226245
2018,26.8503606667195,80.96422368660791
2005,26.86460885653843,81.00137528138961
2006,26.896694342632895,80.96228973080933
2006,26.909841783253405,81.00178219437234
2020,26.86853146131849,80.94263554928462
2004,26.856959797758446,80.93775519671978
2006,26.901109927882324,80.97328501421046
2004,26.885572058360488,80.97830694047494
2009,26.876016216867743,80.96878789244474
2010,26.873193231930724,80.964095558617
2019,26.86078683201268,80.9783763009173
2020,26.876202483836746,80.96821509848985
2005,26.907163261858514,80.97033482853844
2009,26.88208216184168,80.95399719964914
2009,26.854223374143757,80.94353171570135
2017,26.86959194221909,80.98235498643253
2006,26.870934066133923,80.950538966514
2005,26.896702429512796,80.9617294207742
2017,26.866301896159538,80.98498972630365
2013,26.852397411171186,80.97499562551144
2018,26.85089155514899,80.97405388436012
2010,26.882259835890913,80.99039514333859
2000,26.887130333850347,80.98746001208715
2009,26.882310741786753,80.94307230495112
2004,26.90917394043149,80.97358852088959
2003,26.90456213749214,80.96814042425112
2000,26.885380388798588,80.98937157471343
2022,26.8673610296258,80.93585783756434
2015,26.912505043221287,80.94428751993769
2010,26.88247922017318,80.94555048700624
2021,26.90332195711159,80.96240011532696
2017,26.85697121172114,80.93708825615126
2006,26.87451822436461,80.96283942730939
2016,26.841736878156734,80.98397981693968
2015,26.86466770367753,80.98562676617668
2013,26.861123950411052,80.93732436923626
2012,26.86723180360794,80.98167420289906
2022,26.85136657434518,80.99743681923539
2007,26.909721869242937,80.9753359720758
2004,26.884078598175545,80.98465189165591
2003,26.858799439420434,80.96966652973576
2023,26.883021446219832,80.97184502181479
2003,26.85481190981255,80.95860983750401
2022,26.863893122860766,80.95841051522962
2015,26.86896717455741,80.99136467327608
2021,26.87566525158342,80.97094893411459
2011,26.87764826829063,80.93622659911694
2014,26.89227117537963,80.93717692915008
2012,26.838476616866725,80.95185562272107
2012,26.890632456756546,80.95135851913219
2012,26.90338857851494,80.99182058543356
2001,26.892763772205495,80.95454481559926
2008,26.84716538051574,80.9974931000566
2018,26.879360464125128,80.97917113852715
2006,26.902240561328664,80.94131926975611
2023,26.898421920142205,80.98816640823614
2014,26.868456992564003,80.99269530459647
2003,26.84725026477864,81.00075517449565
2002,26.890168158307695,80.94180742244656
2007,26.841354649588396,80.96305751463883
2012,26.84915764591941,80.95685194406677
2016,26.9040051956814,80.94108068346077
2008,26.882478619650332,80.99422936975535
2014,26.871558218752057,80.94915266594433
2022,26.89143922738852,80.95596214026885
2012,26.893270340139953,80.9988797510501
2015,26.87200752856955,80.97172731384346
2011,26.88752124532736,80.98040189705824
2010,26.894579586879047,80.94469189896316
2015,26.866553952036053,80.99126281571661
2022,26.88248716569566,80.97843040571098
2002,26.857638359662566,80.94271135850465
2013,26.911899316592212,80.97533068591768
2001,26.874292588216928,80.96546901070595
2008,26.90387700190395,81.00092640800227
2019,26.885487405909434,80.99392690563316
2013,26.856800191998644,80.94997740265944
2016,26.850623761258788,80.96098096790016
2023,26.87935859342662,80.94924761764538
2019,26.90745061093201,80.93834734596071
2010,26.872832089932658,80.9616860482742
2022,26.844463846884715,80.95906561021393
2022,26.856163828856662,80.95554799657485
2020,26.886844803139986,80.98435203313099
2008,26.89483144028948,80.98556758664641
2006,26.88729848157321,80.98847781632335
2019,26.876985493226258,80.95486280690248
2012,26.882269383255277,80.9940914749173
2013,26.903229400676906,80.99370884319087
2023,26.840912576697907,81.00078488962683
2010,26.854464291073405,80.9487728179531
2022,26.90109997134239,80.97116138320825
2021,26.867202233945182,80.96816390258272
2003,26.914354031858498,80.96894458810216
2000,26.8449953888349,80.97494453029789
2000,26.841153234887077,80.96406040959505
2013,26.856037013828825,80.93753691185157
2004,26.871965425096104,80.93508885113681
2001,26.845387802496365,80.96190675659436
2002,26.89202681874677,81.00132098772393
2005,26.8773408998193,80.94458057544458
2002,26.894704158862726,80.95580108589327
2003,26.900086656534135,80.97978829604722
2008,26.85580942354684,80.96188598997628
2019,26.90649932155779,80.98289482498096
2005,26.84738317457626,80.9489557033694
2013,26.90140988723738,80.99623984338191
2017,26.898610034909634,80.9502583554891
2013,26.8814252128158,80.9972753579032
2017,26.905567898460617,80.95765071441897
2015,26.9075307706163,81.00179791382847
2009,26.860778194671404,80.987279147428
2023,26.854760075917326,80.9357225207489
2008,26.91487059978754,80.97491785011105
2022,26.854955987079187,80.93925307036336
2022,26.855604259946453,80.97216468098648
2011,26.858880179502723,80.96220426655144
2012,26.85851928981736,81.0026701628502
2000,26.853829751146726,80.95894130077073
2013,26.8746025051862,80.96137983285529
2011,26.862850072914735,80.96082026989586
2001,26.908002795058394,80.96133257263244
2008,26.860780399292125,80.96774057354217
2014,26.883210718649927,80.94965266259695
2016,26.893152468444313,80.98371666468857
2000,26.913170882671047,80.99239810152261
2011,26.8466907527874,80.96757113803282
2023,26.88940801268874,81.00279561460567
2007,26.89108661507091,80.94418817300674
2013,26.861667716993974,80.95485918695901
2009,26.90231957162225,80.94702764681159
2011,26.89146503261095,80.97748600118923
2003,26.860154394506825,80.93900156644392
2014,26.838293987751985,80.98379793392692
2008,26.910328485859768,80.96593706827022
2021,26.838281027917425,80.9433283113458
2000,26.862955514467764,80.97627113042458
2001,26.860423936054598,80.98751888902783
2009,26.889258005984104,80.94450150319304
2002,26.898548990633966,80.93718002151775
2007,26.86778032223524,80.94249879674295
2003,26.851765849866485,80.93672626244074
2006,26.911307046634562,80.93503268129798
2012,26.873530661655614,80.93565181271103
2023,26.87306475382701,80.98706348183303
2007,26.85450725798197,80.9849603568733
2023,26.89705986526073,80.9393713428675
2017,26.84589414298772,81.00065434694618
2021,26.839976508124987,80.94531862288147
2023,26.91077330035013,80.93750086910259
2006,26.88828362729412,80.94816087210461
2008,26.854984820107745,80.94843612103777
2012,26.850005121580068,81.00173826564054
2011,26.8750435707954,80.93684840436416
2012,26.842676485571058,80.93837477323913
2012,26.901357904858678,80.9627038067753
2022,26.84349035658897,80.97969815904781
2006,26.841077028949258,80.94600607459711
2012,26.86524758272171,80.96094840106721
2006,26.86357450357415,80.99184222625058
2014,26.894853235670084,80.94327714223411
2019,26.88413753533936,80.99194910851791
2021,26.883694436278148,80.97246713499479
2005,26.901319257399603,80.95381874665827
2009,26.909673205173736,81.00241383155496
2001,26.90021665128928,80.95590027866702
2001,26.90867270522588,80.96645264383415
2020,26.9104769415539,80.9933975826932
2005,26.8810492044216,80.99081035481065
2000,26.862227322698292,80.94317745939817
2007,26.87914032854473,80.99117646773428
2021,26.878286223265786,80.95691692443415
2000,26.851881197038548,80.95933869716131
2020,26.888102311809686,80.97445722332532
2007,26.887567828819435,80.95682045959433
2016,26.875732664731565,80.9514798002623
2008,26.863541027021455,80.9711894709901
2013,26.894555163754404,80.94938662313416
2016,26.905295245832065,80.95490800125324
2018,26.84762057189413,81.0024305960806
2012,26.87205328003131,80.98569973295012
2004,26.88694892080333,80.94378933355894
2001,26.881739061598317,80.99534882517054
2016,26.84411662011475,80.9578483328697
2016,26.912821919827838,80.93777753976794
2014,26.84384632062621,80.98042239037882
2004,26.902510702396626,80.96518515659105
2021,26.87451448916262,80.95521047987836
2020,26.884056627758824,80.96664278084151
2010,26.866388680448804,80.9900148750805
2008,26.905711361722183,80.9951692755707
2023,26.905642799237043,80.97855316214824
2010,26.886073126318514,80.96815125307197
2020,26.839765257221064,80.9791010897205
2021,26.87534222355669,80.95535925140328
2013,26.854289470957987,80.96104649293835
2002,26.8664396432457,80.96962561877379
2014,26.909204426634638,80.9923023729608
2006,26.889792543655236,80.9351900503874
2013,26.86762277092964,80.99914453120714
2018,26.907294372468908,80.95842094218261
2001,26.897520364301418,80.95438830029019
2006,26.84998429616741,80.96874618105474
2018,26.9058635931724,80.96500005353079
2008,26.85595437221618,80.96993009178999
2022,26.88244510666162,80.9840435338349
2016,26.875692882850093,80.95409570222981
2023,26.90603435060929,80.99660140392878
2022,26.87974913803681,80.93740680506977
2006,26.862148303416557,80.96275042920327
2014,26.857155595744842,80.95493606074483
2001,26.839222370652994,80.95315041495367
2003,26.909881053544556,80.99343267098416
2015,26.9038862812174,80.98748707765112
2018,26.91176598728802,80.97850085730784
2007,26.878108481536877,80.97092157710856
2004,26.894848347013024,80.96365661165673
2018,26.860483327263104,80.96679359960098
2001,26.901765586374932,80.97891195352645
2007,26.86320501522161,80.94149099901796
2022,26.890338481735228,80.95657315942479
2016,26.85725352202477,80.97789116830253
2021,26.900675109053612,80.99123868200215
2018,26.881186548383976,80.96484093594805
2013,26.866739184114756,80.97706080755245
2004,26.878512852317304,80.94119660124285
2017,26.896563017793046,80.98777144119725
2015,26.86051389695576,80.96487655671271
2022,26.91025803899695,80.99231930977231
2013,26.88472065371552,80.99118805516001
2016,26.91259541521382,80.94970745963508
2023,26.895061369620496,80.99823387129281
2022,26.86902307831093,80.99658102550255
2005,26.877725721504028,80.94604561266296
2016,26.88234429083548,80.97695625473835
2005,26.89358084910945,80.93937816910295
2014,26.858840026314066,81.00172924612353
2000,26.84401742829648,80.9982248007134
2013,26.875280995543232,80.94738151835783
2017,26.839237698882354,80.97236030202468
2020,26.85810628477526,80.99314714424598
2007,26.843143697791152,80.99986744382127
2003,26.90566256589247,80.95983014190502
2011,26.873322990362045,80.97607703831618
2023,26.865473926605446,80.98282117979811
2012,26.866726538650504,80.97310634803293
2017,26.86878044421538,80.98262668028784
2009,26.858886054940218,80.95908373801478
2010,26.840702742250848,80.94957249198717
2008,26.89419438665365,80.99672347249472
2006,26.890299357313477,80.95383302176911
2002,26.900110685881227,80.94782161714
2015,26.853029405769053,80.94463116497984
2004,26.882789115603128,80.99765024679962
2014,26.890261912493617,80.99017664844827
2023,26.849307587146644,80.96235494459116
2016,26.861080250198558,80.9729779601184
2009,26.8776818167306,80.9879145034348
2007,26.897556491158042,81.00268558463056
2012,26.898905908632372,80.99597817896898
2015,26.890006828631925,80.98331405328692
2019,26.873464563534338,80.96466778150322
2019,26.847058600462812,81.00137665722765
2000,26.893128404147294,80.95253215470221
2001,26.870599663087166,80.98626570887517
2006,26.862253233755265,80.98890363791148
2000,26.911615276857976,80.99762210095837
2009,26.882261056237855,80.99869411688373
2001,26.904780565467732,80.9993720465368
2011,26.89276836303617,80.97944504562146
2018,26.897747245755163,80.93809724537444
2002,26.859811568401962,80.99797974269332
2022,26.91189081104726,81.00148766153872
2008,26.904714266151608,80.97681835260114
2003,26.85366755230634,80.980665951401
2001,26.85294539550503,80.9891292797237
2002,26.877079194056243,80.93477468098928
2003,26.86767292346831,80.95808887489757
2009,26.899746773707424,80.99151727812198
2008,26.892103157859573,80.97242769584143
2014,26.868480190256772,80.98126429789238
2007,26.838318015451847,80.97542744080017
2013,26.83853915523393,80.97181012459036
2012,26.914925008142482,80.99057184091862
2003,26.867874236345735,80.94902104392465
2018,26.906420541912247,80.95139091331349
2017,26.9014524948528,80.9694454369131
2006,26.899921698905388,80.95452945041531
2018,26.890053025848513,80.98138198030865
2009,26.87407705843551,80.9744362731148
2004,26.895537488647246,80.95867561168406
2004,26.884910348552744,80.93595933743264
2011,26.9065017462807,80.98522106918176
2001,26.863321049467732,80.94658298277177
2020,26.91355975876234,80.96177957344058
2001,26.852271138189526,80.94340366919401
2008,26.895875226260955,80.95288204629207
2023,26.879435537126636,80.95218847475444
2011,26.880796594950393,80.9616529895026
2011,26.84477913699369,80.97323793689625
2020,26.85968344738912,80.94873044049389
2015,26.874111679222366,80.98866752506498
2019,26.86121704140776,81.00214010348911
2008,26.85674065044457,80.94760497886294
2011,26.88575870539206,80.9587247914298
2001,26.88763272482073,80.96228084824321
2013,26.910508308685035,80.93815400932444
2011,26.91485764016784,80.98644601731843
2011,26.869886185935886,80.99624512861769
2022,26.886039055563323,80.93921777429253
2003,26.8515125739116,80.94116432305316
2012,26.851123088309308,80.95112779560225
2022,26.89081455424563,81.00057309461201
2000,26.876341915466497,80.94128786473172
2001,26.843429954768904,80.98596853216738
2014,26.88566006229841,80.94604352521142
2003,26.90212359482185,80.96165711211881
2018,26.898016604227617,80.94983265576056
2003,26.85258906780591,80.9349144003497
2014,26.874441056945663,80.95339276878202
2008,26.84402390232312,80.94231010753168
2012,26.89567619388427,80.984867514569
2000,26.876650533182918,80.9933622015131
2004,26.860769398300793,80.94047514734972
2008,26.906587837587367,80.95619510004846
2004,26.846517249453512,80.97573289514933
2004,26.888512453124115,80.93739086592291
2023,26.913603982471766,80.98704308163651
2011,26.899199838927807,80.95128140654103
2008,26.906522976911997,80.96244089695524
2018,26.865675252929282,80.95589917423409
2006,26.858961430566573,80.94179899831289
2004,26.88064831085468,80.98524908518046
2011,26.877863173306267,80.9893210945385
2009,26.85587928474769,80.96001985001057
2001,26.86533938776874,80.94620189675211
2020,26.840890162191496,80.99011173057706
2018,26.841192910414772,80.98665786539934
2002,26.909961594276176,80.93869212078411
2017,26.838411833378416,80.98063092737138
2009,26.84954796433982,80.95408049939277
2023,26.91297499134757,80.96139979414743
2020,26.865354459513608,80.96545984393333
2016,26.876208317932345,80.99154675238051
2021,26.903744667383584,80.97403547290936
2009,26.845121056674305,80.94030047873245
2015,26.905395854948715,80.96223594355344
2023,26.841487500228965,80.94049919964422
2015,26.84247589178125,80.944057342144
2022,26.887212724152953,80.94355927700465
2014,26.890104793371098,81.00180934256483
2018,26.847552448485374,80.99613257519677
2009,26.855926497016195,80.98308008105347
2007,26.840699465265335,80.95854367269907
2010,26.873709435714456,80.99341275432987
2017,26.913585256346618,80.93917322614897
2016,26.861155886893,80.95219263416864
2017,26.899746003895856,80.97725862238109
2010,26.839886826751638,80.99851437392742
2012,26.895304335901514,80.93677317930042
2004,26.839407532885556,80.98690389242807
2011,26.841180369066215,80.93661581283487
2019,26.839613007758746,80.96238757248905
2008,26.902522305199945,80.94104622547468
2016,26.8731957583701,80.98282192706463
2014,26.85738264038181,80.94347740066294
2011,26.840596484907042,80.95242900679564
2004,26.849655080463528,80.96341326606345
2019,26.839792128505838,80.9602488742649
2000,26.899739394563575,80.95249500276552
2021,26.853594588099725,80.9506398358548
2023,26.906701666407052,80.9985831768658
2008,26.91248877728821,81.00051614967757
2004,26.88882461240345,81.00236035595299
2021,26.903072361373436,80.94811232304538
2013,26.89468548550266,80.98132678083019
2011,26.849468496707082,80.95924847607037
2003,26.894308421860543,80.95897296361966
2005,26.896810073842364,80.97348069610689
2001,26.838792875403843,80.98848038771469
2010,26.854408516448412,80.96328749244476
2017,26.906232640120944,80.9848686957307
2006,26.84004582341225,80.98430124356027
2022,26.884960602467693,80.98555207360256
2011,26.871453378169495,80.99825114785767
2006,26.89912545647386,80.95009249099174
2016,26.856025063101832,80.96670753711322
2016,26.84127645456635,80.99095031243571
2022,26.88483228933767,80.9628658258341
2009,26.847514875127843,80.9791486502907
2000,26.903972853855485,80.95172210194693
2023,26.876350825961516,80.95665616010916
2010,26.863505518413312,80.94567765804246
2016,26.875045867965394,80.94524222080656
2006,26.897854739076692,80.94415883555597
2020,26.882368398909435,80.99422423543271
2005,26.87910542359275,80.95683416999742
2006,26.84771917846224,80.98805843475073
2008,26.878868533424846,81.00246782196315
2022,26.90638574630413,80.98818565389148
2003,26.89838861250223,80.9860108994491
2017,26.885754063980677,80.94028389867385
2020,26.85136683492984,80.95966863835214
2012,26.90731748187372,80.93682364204638
2020,26.86986971579997,80.9707447470144
2015,26.905454902745525,80.96340719145178
2021,26.864296227744756,80.99754783181567
2002,26.875473887994538,80.94201191361526
2019,26.84996460954589,80.95407951082424
2010,26.898065797827623,80.9861356035882
2001,26.904835782326245,81.00142266743171
2000,26.83922722341118,80.99545377368237
2009,26.859211167142913,80.94727339852325
2007,26.871668231046712,80.99021252368206
2007,26.87441832917903,80.9778100410879
2014,26.884354363102396,80.96852596351239
2008,26.86965853040926,80.99374793627764
2005,26.87302037191186,80.97364788045017
2011,26.870008898107102,80.97095875444128
2000,26.900167091467022,80.93784185263489
2020,26.852461040900042,80.99834963964068
2002,26.87743918888378,80.93738136564656
2020,26.900616758643952,80.94469129314788
2012,26.84760062810774,80.95064789231064
2015,26.843839096644288,80.98283058475586
2022,26.83976182940656,80.95532194103163
2019,26.858935412940966,80.9714646425425
2023,26.90887477604407,80.94991089337815
2020,26.855401945767902,80.99869582915152
2018,26.871563430624338,81.00120772547243
2023,26.890053453036188,80.96483368795093
2012,26.86935128759295,80.95647453956441
2002,26.89871497412906,80.93949694226023
2014,26.84304590977114,80.97993585543271
2013,26.84547500471659,80.95698680513725
2020,26.888136388204853,80.94549317452119
2014,26.912859265831788,80.98476505109885
2007,26.845465284858573,80.95841881818751
2017,26.885087981260078,80.98330833957868
2023,26.906475371635846,80.97202033073948
2008,26.839168030371635,80.96108034401189
2004,26.900116478312643,80.93853487355425
2018,26.899599088236666,80.99743651209774
2000,26.885055050585162,80.94692665984124
2023,26.85394783438612,80.99041972497406
2009,26.878809694056375,80.93584517089496
2011,26.891103762755588,80.94993842691598
2006,26.865281479210687,80.96656488795469
2021,26.854172317848633,80.99668041215753
2008,26.893089584910754,80.98506174750847
2022,26.866926686452725,80.94009172060206
2003,26.888350543515873,80.9642063873027
2004,26.892644267012503,80.99393612357949
2003,26.85585463772507,80.94823698421638
2011,26.91029173364651,80.96384767344836
2014,26.869465823325072,80.95340440652275
2011,26.842337933509423,80.96390314142182
2015,26.884300635089353,80.97918556378782
2005,26.897220207296638,80.97343669824765
2015,26.84056362370227,80.96262201830987
2021,26.869079974538575,80.94756572789781
2003,26.879887466308777,80.9870894778697
2007,26.864345884198556,80.94954739346227
2010,26.852165588098345,80.96651752094769
2017,26.863351348387962,80.96048788585225
2001,26.911381698034656,80.98631005957536
2016,26.897110630103526,80.99303936286074
2020,26.849234018854144,80.98037246357327
2023,26.88590714828435,80.99598420145281
2006,26.89986956286875,80.97212252399721
2015,26.83929186865748,80.94011079295377
